NAME	URL	HOMEPAGE	DESCRIPTION	CREATED_AT
vsoch/tunel-demo	https://github.com/vsoch/tunel-demo			2017-01-30T00:44:06Z
vsoch/twitter-share-action	https://github.com/vsoch/twitter-share-action		A GitHub action to give a Share link to the user upon merge of a pull request (under development)	2019-07-17T17:38:35Z
vsoch/unknown-horizons	https://github.com/vsoch/unknown-horizons	http://unknown-horizons.org	Unknown Horizons official code repository	2019-04-24T15:08:45Z
vsoch/uservoice-python	https://github.com/vsoch/uservoice-python		Python Client Library for UserVoice API	2016-09-30T21:47:59Z
vsoch/usrse.github.io	https://github.com/vsoch/usrse.github.io	https://usrse.github.io/usrseweb/	US RSE umbrella web page	2019-05-14T16:29:36Z
vsoch/v1	https://github.com/vsoch/v1		main website associated with tag v1.0, all content up to my 31st birthday	2017-09-20T00:38:27Z
vsoch/vbmis.com	https://github.com/vsoch/vbmis.com	https://vsoch.github.io/vbmis.com/	deprecated content from an old website, for archive	2019-04-24T16:26:09Z
vsoch/virtual-scanner	https://github.com/vsoch/virtual-scanner		An end-to-end hybrid MR simulator/console	2019-09-11T12:56:40Z
vsoch/visci	https://github.com/vsoch/visci	https://pypi.python.org/pypi/visci	visualizations generated with continuous integration (visci)	2015-12-01T20:06:02Z
vsoch/visualization-ci	https://github.com/vsoch/visualization-ci	https://circle-artifacts.com/gh/vsoch/visualization-ci/37/artifacts/0/home/ubuntu/visualization-ci/index.html	visualizations generated with continuous integration (visci)	2015-12-01T01:33:19Z
vsoch/vitable	https://github.com/vsoch/vitable			2015-12-15T01:07:55Z
vsoch/vp_trees	https://github.com/vsoch/vp_trees		Implementation for vp trees	2016-08-16T03:36:19Z
vsoch/vsc-base	https://github.com/vsoch/vsc-base		Basic Python libraries used by UGent's HPC group	2018-05-09T16:17:48Z
vsoch/vsc-install	https://github.com/vsoch/vsc-install		Shared setuptools functions and classes for python libraries developed by UGent's HPC group	2018-05-09T16:51:07Z
vsoch/vscode-hugo	https://github.com/vsoch/vscode-hugo	https://marketplace.visualstudio.com/items?itemName=rusnasonov.vscode-hugo	VSCode integration with Hugo — static site generator	2020-03-25T16:01:06Z
vsoch/vsoch.github.io	https://github.com/vsoch/vsoch.github.io	https://vsoch.github.io	vsoch	2015-09-03T20:06:16Z
vsoch/vubuntu	https://github.com/vsoch/vubuntu		a complete command history of things I've installed on vubuntu. Because why not.	2016-10-12T17:45:11Z
vsoch/vvcftools	https://github.com/vsoch/vvcftools		Vanessa's vcf tools for simple working with variant call format files	2014-09-17T23:41:13Z
vsoch/watchme	https://github.com/vsoch/watchme	https://vsoch.github.io/watchme/	Reproducible watchers for research	2019-03-26T17:28:33Z
vsoch/watchme-air-quality	https://github.com/vsoch/watchme-air-quality		example WatchMe reproducible watcher to track air quality (hourly)	2019-04-02T22:39:17Z
vsoch/watchme-github-repos	https://github.com/vsoch/watchme-github-repos		example WatchMe repository to monitor GitHub repositoriy metadata	2019-04-08T14:21:00Z
vsoch/watchme-mnist	https://github.com/vsoch/watchme-mnist		An example using the watchme terminal monitor to record resources used during mnist training	2019-05-18T16:47:56Z
vsoch/watchme-pusheen	https://github.com/vsoch/watchme-pusheen		An example of using WatchMe to monitor changes in prices of Pusheen from several popular vendors	2019-04-07T23:16:47Z
vsoch/watchme-sklearn	https://github.com/vsoch/watchme-sklearn		use watchme psutils monitor wrapper to record metrics for a set of sklearn functions	2019-05-12T20:24:48Z
vsoch/watchme-system	https://github.com/vsoch/watchme-system	https://vsoch.github.io/watchme-system/	An example reproducible monitor for system metrics using the watchme client	2019-04-05T22:48:28Z
vsoch/wdl-pipelines	https://github.com/vsoch/wdl-pipelines	https://vsoch.github.io/wdl-pipelines	pipeline documentation development for ENCODE-DCC (under development)	2018-07-13T13:12:29Z
vsoch/web-git	https://github.com/vsoch/web-git	http://vsoch.github.io/web-git	can we create a static, web-based, client side REST API (and database)?	2016-09-09T20:58:39Z
vsoch/webMR	https://github.com/vsoch/webMR	https://vsoch.github.io/webMR	a little web viewer for the AAL Atlas, discovered on an old server I'm taking down.	2019-04-25T17:46:21Z
vsoch/website	https://github.com/vsoch/website	https://marktext.github.io/website/	The website of Mark Text	2018-03-17T01:00:32Z
vsoch/wgbs-pipeline	https://github.com/vsoch/wgbs-pipeline		An infrastructure to run gemBS pipeline https://github.com/heathsc/gemBS	2018-08-07T00:31:43Z
vsoch/wiki	https://github.com/vsoch/wiki	https://vsoch.github.io/wiki	legacy wiki from pre and early graduate school	2019-05-20T16:17:29Z
vsoch/wikipedia-equations	https://github.com/vsoch/wikipedia-equations		word2vec embeddings for statistics and math equations from Wikipedia 	2019-01-12T19:27:44Z
vsoch/william_james	https://github.com/vsoch/william_james		parse william james paragraphs (for later topic modeling) and finding cognitive atlas terms	2016-04-04T19:33:21Z
vsoch/wordfish-standard	https://github.com/vsoch/wordfish-standard	http://www.vanessasaur.us/wordfish-standard/examples/demo2	example data file / hierarchy for import / export of images and text from Wordfish	2017-02-01T23:38:58Z
vsoch/www.sherlock.stanford.edu	https://github.com/vsoch/www.sherlock.stanford.edu	https://www.sherlock.stanford.edu	The Sherlock website	2019-07-01T19:42:16Z
vsoch/xmas-2017	https://github.com/vsoch/xmas-2017			2017-12-25T02:36:09Z
vsoch/xnat-docker-compose	https://github.com/vsoch/xnat-docker-compose		Build an XNAT server configuration with Docker Compose	2017-10-24T14:32:58Z
vsoch/yeast-ideogram	https://github.com/vsoch/yeast-ideogram	https://vsoch.github.io/yeast-ideogram/	yeast ideogram intended for integration into interactive web application, under development	2020-10-04T18:59:32Z
vsoch/yeolab.github.io	https://github.com/vsoch/yeolab.github.io	https://github.com/YeoLab/yeolab.github.io-source	Do not edit this repo! Everything here is machine-generated by Travis-CI every time we push to the yeolab/yeolab.github.io-source page	2017-05-27T05:44:45Z
vsoch/zenodo-ml	https://github.com/vsoch/zenodo-ml	https://vsoch.github.io/datasets/2018/zenodo/#software-in-the-context-of-image-analysis	dinosaur dataset to help understand domain-specific software	2018-05-26T22:45:15Z
nipy/blog	https://github.com/nipy/blog			2013-05-14T08:17:18Z
nipy/nipy.github.com	https://github.com/nipy/nipy.github.com	http://nipy.org	Main website for the Neuroimaging in Python community	2011-01-23T02:08:28Z
incf-nidash/nidm-api	https://github.com/incf-nidash/nidm-api	http://nidm-api.readthedocs.org/	A restful api and client for NIDM	2015-10-24T18:34:11Z
incf-nidash/nidm-query	https://github.com/incf-nidash/nidm-query		A repository of NIDM queries	2015-10-24T18:31:58Z
NeuroVault/NeuroVault	https://github.com/NeuroVault/NeuroVault	https://www.neurovault.org	Easy to use web database for statistical maps.	2013-02-01T18:25:43Z
NeuroVault/neurovault_puppet	https://github.com/NeuroVault/neurovault_puppet		Puppet installation and configuration for Neurovault	2014-10-14T17:59:25Z
NeuroVault/pyneurovault	https://github.com/NeuroVault/pyneurovault	http://www.neurovault.org/api-docs	python wrapper for NeuroVault api (in dev)	2015-01-15T22:38:07Z
poldracklab/cogat	https://github.com/poldracklab/cogat			2017-03-10T18:54:25Z
poldracklab/expfactory-battery	https://github.com/poldracklab/expfactory-battery		version 1.0 expfactory battery template used with psiturk, django, and expfactory.github.io	2019-09-19T14:03:54Z
poldracklab/expfactory-python	https://github.com/poldracklab/expfactory-python	http://expfactory.readthedocs.org/	python module for managing experiment factory javascript experiment files, batteries to deploy them to (eg, psiturk), and virtual machines to host the compilation of those things.	2019-10-21T22:05:00Z
poldracklab/open_fmri	https://github.com/poldracklab/open_fmri		Reimplementation of OpenfMRI.org in Django	2015-10-06T17:50:52Z
poldracklab/poldracklab-learning	https://github.com/poldracklab/poldracklab-learning		Tutorials for learning imaging analysis (and other things), typically in ipython Notebook or R Markdown	2014-11-25T01:16:51Z
poldracklab/pydeface	https://github.com/poldracklab/pydeface		defacing utility for MRI images	2015-12-07T16:11:50Z
CognitiveAtlas/cogat-doc	https://github.com/CognitiveAtlas/cogat-doc		Documentation for the RESTful API	2015-06-10T23:03:10Z
CognitiveAtlas/cogat-ontology	https://github.com/CognitiveAtlas/cogat-ontology		Code to generate the ontology file (.owl) for the Cognitive Atlas	2015-06-10T23:00:07Z
CognitiveAtlas/cogat-python	https://github.com/CognitiveAtlas/cogat-python		Python wrapper for the Cognitive Atlas RESTful API	2015-06-10T22:56:07Z
CognitiveAtlas/cogat-similaR	https://github.com/CognitiveAtlas/cogat-similaR		R Package for calculation of ontological similarity using the Cognitive Atlas	2015-05-01T00:54:04Z
stanford-rc/docs-farmshare	https://github.com/stanford-rc/docs-farmshare	https://stanford-rc.github.io/docs-farmshare/	Farmshare 2 Documentation base under development	2019-06-29T16:07:28Z
stanford-rc/docs-oak	https://github.com/stanford-rc/docs-oak	https://oak-storage.stanford.edu	Public documentation base for Oak Storage	2019-07-08T16:07:28Z
stanford-rc/docs-scg	https://github.com/stanford-rc/docs-scg		Development documentation for SCG cluster for easy collaboration	2020-08-11T17:30:44Z
stanford-rc/gcp-cvat-stanford	https://github.com/stanford-rc/gcp-cvat-stanford		Setting up cvat on Google Cloud (Compute Engine and Managed SQL)	2020-09-30T20:24:28Z
stanford-rc/gcp-django-stanford	https://github.com/stanford-rc/gcp-django-stanford	https://stanford-rc.github.io/gcp-django-stanford/	Getting started templates for Django applications by RSE Services	2020-07-27T17:03:03Z
stanford-rc/gcp-flask-stanford	https://github.com/stanford-rc/gcp-flask-stanford	https://stanford-rc.github.io/gcp-flask-stanford/	Getting started templates for Flask applications by RSE Services	2020-07-22T21:47:36Z
stanford-rc/logos	https://github.com/stanford-rc/logos		Logos and other design resources for shared documentation sites	2019-07-06T17:14:55Z
stanford-rc/mhttc	https://github.com/stanford-rc/mhttc	https://vsoch.github.io/mhttc/	Mental Health Technology Health Transfer Network	2021-01-29T22:12:13Z
stanford-rc/opensource-stanford	https://github.com/stanford-rc/opensource-stanford	https://stanford-rc.github.io/opensource-stanford/	Explore a subset of open source contributions at Stanford University.	2020-08-19T18:07:03Z
stanford-rc/qualtrics-download	https://github.com/stanford-rc/qualtrics-download		Examples for how to manually and programatically export Qualtrics survey data	2020-08-24T17:41:46Z
stanford-rc/recommend-o-matic	https://github.com/stanford-rc/recommend-o-matic	https://stanford-rc.github.io/recommend-o-matic/	"General tool for generating the ""Recommend-o-matic interface"" to filter resources based on user questions."	2020-10-07T20:46:44Z
stanford-rc/resource-explorer	https://github.com/stanford-rc/resource-explorer	https://stanford-rc.github.io/resource-explorer/	interface to choose a storage, compute, or other resource (under development)	2019-08-17T20:45:36Z
stanford-rc/rse-services	https://github.com/stanford-rc/rse-services	https://stanford-rc.github.io/rse-services/	Research Software Engineering Services for reproducible, sustainable software	2019-07-27T21:02:39Z
stanford-rc/slurm-web	https://github.com/stanford-rc/slurm-web	http://edf-hpc.github.io/slurm-web/	Slurm HPC workload manager web JS dashboard and JSON REST API	2017-02-07T17:26:52Z
stanford-rc/stanford-rc.github.io	https://github.com/stanford-rc/stanford-rc.github.io	https://stanford-rc.github.io/	Stanford Research Computing Center Documentation Portal	2019-07-07T14:51:22Z
stanford-rc/stanford-software-survey	https://github.com/stanford-rc/stanford-software-survey	https://stanford-rc.github.io/stanford-software-survey/	Results and interface for the annual Stanford Software Survey (under development)	2021-01-06T00:25:59Z
stanford-rc/www.sherlock.stanford.edu	https://github.com/stanford-rc/www.sherlock.stanford.edu	https://www.sherlock.stanford.edu	The Sherlock website	2018-04-04T21:38:03Z
expfactory/analysis	https://github.com/expfactory/analysis		functions for working with email (results) database	2016-08-15T01:23:26Z
expfactory/builder	https://github.com/expfactory/builder	https://expfactory.github.io/builder/	complete build, test and deploy pipeline template for generating an experiment container	2018-07-09T15:01:17Z
expfactory/builder-labjs	https://github.com/expfactory/builder-labjs	https://expfactory.github.io/expfactory/integration-labjs	drop your labjs experiments into the experiments folder, and build --> deploy !!	2018-07-14T03:24:15Z
expfactory/experiments	https://github.com/expfactory/experiments	https://expfactory.github.io/experiments/	library of version controlled, tested experiments for expfactory	2017-10-28T18:09:10Z
expfactory/expfactory	https://github.com/expfactory/expfactory	https://expfactory.github.io/	software to generate a reproducible container with a battery of experiments	2017-10-28T18:05:26Z
expfactory/expfactory-analysis	https://github.com/expfactory/expfactory-analysis		analysis of results from expfactory experiments	2016-02-04T22:04:33Z
expfactory/expfactory-battery	https://github.com/expfactory/expfactory-battery		version 1.0 expfactory battery template used with psiturk, django, and expfactory.github.io	2015-10-03T17:23:45Z
expfactory/expfactory-builder	https://github.com/expfactory/expfactory-builder		builder images to generate experiment factory containers	2017-12-11T16:45:34Z
expfactory/expfactory-docker	https://github.com/expfactory/expfactory-docker	http://www.expfactory.org	container for deploying behavioral psychology experiments	2015-12-02T18:38:10Z
expfactory/expfactory-docker-dev	https://github.com/expfactory/expfactory-docker-dev		container for deploying behavioral psychology experiments (under development)	2016-08-09T20:13:22Z
expfactory/expfactory-experiments	https://github.com/expfactory/expfactory-experiments	http://expfactory.github.io/v1/table.html	version 1.0 javascript experiments that can be deployed to run in an experiment infrastructure	2015-10-03T21:26:50Z
expfactory/expfactory-explorer	https://github.com/expfactory/expfactory-explorer		Shiny based data explorer with report templates based on field selection	2016-02-06T20:30:28Z
